category,file,footprint_token,access_hint,placement_hint,description,components
06_Workshops_Production,GalakasMidCity_BT_NobleWorkshopHybrid_W10D24_CSG.tscn,W10D24,main/front entry or generic frontage,"craft streets, service alleys, production yards",Hybrid of wealthy frontage and productive workshop. Good for richer craft patrons or old-money trade houses.,GalakasMidCity_FOUNDATION_W10D24_Stone_CSG; GalakasMidCity_LOWERMODULE_W10D24_StoneBase_CSG; GalakasMidCity_UPPERMODULE_W10D24_GalleryOverhang_CSG; GalakasMidCity_UPPERMODULE_W10D24_PlasterUpper_CSG; GalakasMidCity_ROOF_W10D24_CrossGable_CSG
05_Civic_Guild_Offices,GalakasMidCity_BT_OldGuildhall_Long_W14D22_CSG.tscn,W14D22,main/front entry or generic frontage,"guild quarters, administrative streets, tax/records zones",Old long guildhall. Use as an older landmark or guild anchor with heavier medieval massing.,GalakasMidCity_FOUNDATION_W14D22_Stone_CSG; GalakasMidCity_LOWERMODULE_W14D22_InnFront_CSG; GalakasMidCity_UPPERMODULE_W14D22_InnUpper_CSG; GalakasMidCity_UPPERMODULE_W14D22_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W14D22_LongGable_CSG
08_Courtyard_Wealthy_Blocks,GalakasMidCity_BT_OldNoble_Townhouse_W10D16_CSG.tscn,W10D16,main/front entry or generic frontage,"cleaner inner MidCity, wealthy merchant streets, courtyard blocks",Old noble townhouse. Good for the transition toward cleaner/richer inner MidCity and Imperium-facing streets.,GalakasMidCity_FOUNDATION_W10D16_Stone_CSG; GalakasMidCity_LOWERMODULE_W10D16_StoneBase_CSG; GalakasMidCity_UPPERMODULE_W10D16_StoneUpper_CSG; GalakasMidCity_UPPERMODULE_W10D16_GalleryOverhang_CSG; GalakasMidCity_UPPERMODULE_W10D16_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W10D16_HippedTile_CSG
01_Perimeter_Wall_Edge,GalakasMidCity_BT_OuterWall_TallNarrow_W03D06_CSG.tscn,W03D06,main/front entry or generic frontage,"near walls, cramped edge lots, wall-shadow streets",Tiny/tall wall-edge building. Use for cramped vertical housing or shops pressed against the massive Galakas walls.,GalakasMidCity_FOUNDATION_W03D06_Stone_CSG; GalakasMidCity_LOWERMODULE_W03D06_StoneBase_CSG; GalakasMidCity_UPPERMODULE_W03D06_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W03D06_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W03D06_PlasterUpper_CSG; GalakasMidCity_ROOF_W03D06_SteepGable_CSG
04_Inns_Taverns_Lodging,GalakasMidCity_BT_PilgrimInn_LongCorner_W12D24_CSG.tscn,W12D24,main/front entry or generic frontage,"gate roads, tavern clusters, market edges, contract hubs","Long corner inn for travelers/pilgrims. Use near gates, shrines, plaza edges, or transition streets.",GalakasMidCity_FOUNDATION_W12D24_Stone_CSG; GalakasMidCity_LOWERMODULE_W12D24_InnFront_CSG; GalakasMidCity_UPPERMODULE_W12D24_InnUpper_CSG; GalakasMidCity_UPPERMODULE_W12D24_InnUpper_CSG; GalakasMidCity_ROOF_W12D24_CrossGable_CSG
06_Workshops_Production,GalakasMidCity_BT_PrinterCourt_Block_W12D20_CSG.tscn,W12D20,main/front entry or generic frontage,"craft streets, service alleys, production yards",Printer court block. Good for literate/civic neighborhoods and semi-industrial courtyards.,GalakasMidCity_FOUNDATION_W12D20_Stone_CSG; GalakasMidCity_LOWERMODULE_W12D20_PlasterShop_CSG; GalakasMidCity_UPPERMODULE_W12D20_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W12D20_PlasterUpper_CSG; GalakasMidCity_ROOF_W12D20_HippedTile_CSG
10_Rooftop_Route_Blocks,GalakasMidCity_BT_RoofGarden_Blockout_W08D20_CSG.tscn,W08D20,main/front entry or generic frontage,roofline corridors and traversal-adjacent masses,Blockout mass for a roof-garden/flat-roof pause. Use as a calmer rooftop landing or visual breathing space.,GalakasMidCity_FOUNDATION_W08D20_Stone_CSG; GalakasMidCity_LOWERMODULE_W08D20_PlasterShop_CSG; GalakasMidCity_UPPERMODULE_W08D20_GalleryOverhang_CSG; GalakasMidCity_ROOF_W08D20_WalkableParapet_CSG
10_Rooftop_Route_Blocks,GalakasMidCity_BT_RooftopBridgeReceiver_W08D20_CSG.tscn,W08D20,connector/passage-oriented,roofline corridors and traversal-adjacent masses,Building mass intended to receive a later rooftop bridge overlay. Use on opposite sides of alleys or route gaps.,GalakasMidCity_FOUNDATION_W08D20_Stone_CSG; GalakasMidCity_LOWERMODULE_W08D20_StoneBase_CSG; GalakasMidCity_UPPERMODULE_W08D20_GalleryOverhang_CSG; GalakasMidCity_UPPERMODULE_W08D20_PlasterUpper_CSG; GalakasMidCity_ROOF_W08D20_WalkableParapet_CSG
10_Rooftop_Route_Blocks,GalakasMidCity_BT_RooftopRun_Tenement_W08D28_CSG.tscn,W08D28,main/front entry or generic frontage,roofline corridors and traversal-adjacent masses,Tenement block with a long roof-run profile. Use for chase routes above dense housing.,GalakasMidCity_FOUNDATION_W08D28_Stone_CSG; GalakasMidCity_LOWERMODULE_W08D28_PlasterShop_CSG; GalakasMidCity_UPPERMODULE_W08D28_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W08D28_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W08D28_PlasterUpper_CSG; GalakasMidCity_ROOF_W08D28_WalkableParapet_CSG
10_Rooftop_Route_Blocks,GalakasMidCity_BT_RooftopTraining_Row_W06D28_CSG.tscn,W06D28,main/front entry or generic frontage,roofline corridors and traversal-adjacent masses,Long row suitable for tutorial/testing roof traversal. Keep it where predictable roof pacing is useful.,GalakasMidCity_FOUNDATION_W06D28_Stone_CSG; GalakasMidCity_LOWERMODULE_W06D28_PlasterShop_CSG; GalakasMidCity_UPPERMODULE_W06D28_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W06D28_GalleryOverhang_CSG; GalakasMidCity_ROOF_W06D28_WalkableParapet_CSG
02_Shopfronts_Rowhouses,GalakasMidCity_BT_Rookery_TallPacked_W06D16_CSG.tscn,W06D16,main/front entry or generic frontage,"ordinary streets, mixed-use rows, filler blocks","Tall packed dwelling/rookery mass. Good for density, poorer vertical housing, and less polished backstreets.",GalakasMidCity_FOUNDATION_W06D16_Stone_CSG; GalakasMidCity_LOWERMODULE_W06D16_PlasterShop_CSG; GalakasMidCity_UPPERMODULE_W06D16_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W06D16_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W06D16_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W06D16_SteepGable_CSG
06_Workshops_Production,GalakasMidCity_BT_Ropewalk_ExtremeLong_W12D30_CSG.tscn,W12D30,main/front entry or generic frontage,"craft streets, service alleys, production yards",Extreme-long ropewalk/craft building. Use where the street wants a very elongated industrial/craft edge.,GalakasMidCity_FOUNDATION_W12D30_Stone_CSG; GalakasMidCity_LOWERMODULE_W12D30_WarehouseStone_CSG; GalakasMidCity_UPPERMODULE_W12D30_PlasterUpper_CSG; GalakasMidCity_ROOF_W12D30_LongGable_CSG
09_Backstreet_Alley_SideDoors,GalakasMidCity_BT_SideDoor_ClothHall_W10D30_CSG.tscn,W10D30,side/alley-oriented entry,"alleys, side streets, courtyard edges, back lanes",Large cloth hall with side-door logic. Good for textile-market side streets and service entries.,GalakasMidCity_FOUNDATION_W10D30_SideShopRightStep_CSG; GalakasMidCity_LOWERMODULE_W10D30_SideShop_RightDoor_CSG; GalakasMidCity_UPPERMODULE_W10D30_GalleryOverhang_CSG; GalakasMidCity_ROOF_W10D30_HippedTile_CSG
09_Backstreet_Alley_SideDoors,GalakasMidCity_BT_SideDoor_CobblerRow_W07D18_CSG.tscn,W07D18,side/alley-oriented entry,"alleys, side streets, courtyard edges, back lanes",Cobbler row with side-door logic. Use in alleys or rows where door placement should face the pedestrian side path.,GalakasMidCity_FOUNDATION_W07D18_BacklaneLeftStep_CSG; GalakasMidCity_LOWERMODULE_W07D18_Backlane_LeftSingleDoor_CSG; GalakasMidCity_UPPERMODULE_W07D18_PlasterUpper_CSG; GalakasMidCity_ROOF_W07D18_SteepGable_CSG
09_Backstreet_Alley_SideDoors,GalakasMidCity_BT_SideDoor_DeepMerchantHouse_W08D20_CSG.tscn,W08D20,side/alley-oriented entry,"alleys, side streets, courtyard edges, back lanes",Deep merchant house with side access. Good for courtyard blocks and long buildings along narrow lanes.,GalakasMidCity_FOUNDATION_W08D20_SideShopRightStep_CSG; GalakasMidCity_LOWERMODULE_W08D20_SideShop_RightDoor_CSG; GalakasMidCity_UPPERMODULE_W08D20_InnUpper_CSG; GalakasMidCity_UPPERMODULE_W08D20_GalleryOverhang_CSG; GalakasMidCity_ROOF_W08D20_CrossGable_CSG
09_Backstreet_Alley_SideDoors,GalakasMidCity_BT_SidePassage_MarketBlock_W08D20_CSG.tscn,W08D20,side/alley-oriented entry,"alleys, side streets, courtyard edges, back lanes","Market block with side-passage/double-door logic. Use to imply through-access, service lanes, or courtyard entry.",GalakasMidCity_FOUNDATION_W08D20_SidePassageSteps_CSG; GalakasMidCity_LOWERMODULE_W08D20_SidePassage_DoubleDoors_CSG; GalakasMidCity_UPPERMODULE_W08D20_GalleryOverhang_CSG; GalakasMidCity_ROOF_W08D20_WalkableParapet_CSG
04_Inns_Taverns_Lodging,GalakasMidCity_BT_SideStreet_Alehouse_Long_W12D24_CSG.tscn,W12D24,side/alley-oriented entry,"gate roads, tavern clusters, market edges, contract hubs",Long alehouse for side streets rather than main plazas. Good for mercenary-adjacent social spaces away from polished frontage.,GalakasMidCity_FOUNDATION_W12D24_SideShopLeftStep_CSG; GalakasMidCity_LOWERMODULE_W12D24_SideShop_LeftDoor_CSG; GalakasMidCity_UPPERMODULE_W12D24_InnUpper_CSG; GalakasMidCity_UPPERMODULE_W12D24_GalleryOverhang_CSG; GalakasMidCity_ROOF_W12D24_CrossGable_CSG
10_Rooftop_Route_Blocks,GalakasMidCity_BT_SlimRooftopConnector_W04D12_CSG.tscn,W04D12,main/front entry or generic frontage,roofline corridors and traversal-adjacent masses,Slim connector building for roofline continuity. Use between larger masses to keep rooftop routes from becoming too broken.,GalakasMidCity_FOUNDATION_W04D12_Stone_CSG; GalakasMidCity_LOWERMODULE_W04D12_PlasterShop_CSG; GalakasMidCity_UPPERMODULE_W04D12_GalleryOverhang_CSG; GalakasMidCity_UPPERMODULE_W04D12_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W04D12_WalkableParapet_CSG
10_Rooftop_Route_Blocks,GalakasMidCity_BT_SlopedRoof_ChaseHouse_W06D16_CSG.tscn,W06D16,main/front entry or generic frontage,roofline corridors and traversal-adjacent masses,Chase-house with a sloped roof profile. Good for controlled rooftop movement tests without adding separate traversal geometry.,GalakasMidCity_FOUNDATION_W06D16_Stone_CSG; GalakasMidCity_LOWERMODULE_W06D16_TimberShop_CSG; GalakasMidCity_UPPERMODULE_W06D16_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W06D16_LongGable_CSG
06_Workshops_Production,GalakasMidCity_BT_SootyForge_Row_W08D16_CSG.tscn,W08D16,main/front entry or generic frontage,"craft streets, service alleys, production yards",Forge/craft row with sootier industrial implication. Use near service streets and production clusters.,GalakasMidCity_FOUNDATION_W08D16_Stone_CSG; GalakasMidCity_LOWERMODULE_W08D16_WarehouseStone_CSG; GalakasMidCity_UPPERMODULE_W08D16_StoneUpper_CSG; GalakasMidCity_ROOF_W08D16_LongGable_CSG
02_Shopfronts_Rowhouses,GalakasMidCity_BT_StackedTenant_Long_W06D20_CSG.tscn,W06D20,main/front entry or generic frontage,"ordinary streets, mixed-use rows, filler blocks",Long stacked tenant building. Good for density and everyday housing above commercial/service floors.,GalakasMidCity_FOUNDATION_W06D20_Stone_CSG; GalakasMidCity_LOWERMODULE_W06D20_PlasterShop_CSG; GalakasMidCity_UPPERMODULE_W06D20_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W06D20_PlasterUpper_CSG; GalakasMidCity_UPPERMODULE_W06D20_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W06D20_SteepGable_CSG
02_Shopfronts_Rowhouses,GalakasMidCity_BT_Tailor_RowMid_W04D08_CSG.tscn,W04D08,main/front entry or generic frontage,"ordinary streets, mixed-use rows, filler blocks",Small row-middle tailor shop. Use to fill ordinary commercial rows with small trade identity.,GalakasMidCity_FOUNDATION_W04D08_Stone_CSG; GalakasMidCity_LOWERMODULE_W04D08_PlasterShop_CSG; GalakasMidCity_UPPERMODULE_W04D08_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W04D08_PlasterUpper_CSG; GalakasMidCity_ROOF_W04D08_SteepGable_CSG
02_Shopfronts_Rowhouses,GalakasMidCity_BT_TallGalleryHouse_W06D12_CSG.tscn,W06D12,main/front entry or generic frontage,"ordinary streets, mixed-use rows, filler blocks",Tall house with gallery-like upper mass. Useful for vertical variation and richer mixed-use street frontage.,GalakasMidCity_FOUNDATION_W06D12_Stone_CSG; GalakasMidCity_LOWERMODULE_W06D12_TimberShop_CSG; GalakasMidCity_UPPERMODULE_W06D12_GalleryOverhang_CSG; GalakasMidCity_UPPERMODULE_W06D12_GalleryOverhang_CSG; GalakasMidCity_UPPERMODULE_W06D12_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W06D12_CrossGable_CSG
06_Workshops_Production,GalakasMidCity_BT_TanneryBacklane_Long_W06D20_CSG.tscn,W06D20,main/front entry or generic frontage,"craft streets, service alleys, production yards","Long tannery/backlane production building. Use in smellier, dirtier service lanes away from prestige streets.",GalakasMidCity_FOUNDATION_W06D20_Stone_CSG; GalakasMidCity_LOWERMODULE_W06D20_WarehouseStone_CSG; GalakasMidCity_UPPERMODULE_W06D20_StoneUpper_CSG; GalakasMidCity_ROOF_W06D20_LongGable_CSG
05_Civic_Guild_Offices,GalakasMidCity_BT_TaxOffice_Block_W10D16_CSG.tscn,W10D16,main/front entry or generic frontage,"guild quarters, administrative streets, tax/records zones","Tax office block. Good for Galakas bureaucracy/extortion flavor near guild, market, or gate-route streets.",GalakasMidCity_FOUNDATION_W10D16_Stone_CSG; GalakasMidCity_LOWERMODULE_W10D16_StoneBase_CSG; GalakasMidCity_UPPERMODULE_W10D16_StoneUpper_CSG; GalakasMidCity_UPPERMODULE_W10D16_StoneUpper_CSG; GalakasMidCity_ROOF_W10D16_HippedTile_CSG
03_Markets_Commercial_Rows,GalakasMidCity_BT_TripleShopRow_Long_W18D10_CSG.tscn,W18D10,main/front entry or generic frontage,"main market streets, plazas, commercial spines",Very wide three-shop row. Use for broad street frontage and repeated storefront rhythm.,GalakasMidCity_FOUNDATION_W18D10_Stone_CSG; GalakasMidCity_LOWERMODULE_W18D10_TimberShop_CSG; GalakasMidCity_UPPERMODULE_W18D10_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W18D10_SteepGable_CSG
07_Storage_Warehouse_Service,GalakasMidCity_BT_UnderpassShop_Long_W08D20_CSG.tscn,W08D20,connector/passage-oriented,"back-of-market lanes, supply yards, service blocks",Long shop mass for underpass/covered route contexts. Use where the street passes beside or beneath heavier building volumes.,GalakasMidCity_FOUNDATION_W08D20_Stone_CSG; GalakasMidCity_LOWERMODULE_W08D20_MarketArcade_CSG; GalakasMidCity_UPPERMODULE_W08D20_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W08D20_CrossGable_CSG
07_Storage_Warehouse_Service,GalakasMidCity_BT_WarehouseOverbuild_Long_W08D28_CSG.tscn,W08D28,main/front entry or generic frontage,"back-of-market lanes, supply yards, service blocks",Warehouse with overbuilt upper mass. Good for storage streets that still need vertical/roofline interest.,GalakasMidCity_FOUNDATION_W08D28_Stone_CSG; GalakasMidCity_LOWERMODULE_W08D28_WarehouseStone_CSG; GalakasMidCity_UPPERMODULE_W08D28_PlasterUpper_CSG; GalakasMidCity_UPPERMODULE_W08D28_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W08D28_LongGable_CSG
03_Markets_Commercial_Rows,GalakasMidCity_BT_Watchmaker_CornerBroad_W16D16_CSG.tscn,W16D16,main/front entry or generic frontage,"main market streets, plazas, commercial spines",Broad corner watchmaker/specialty shop. Use as a cleaner commercial landmark at intersections.,GalakasMidCity_FOUNDATION_W16D16_Stone_CSG; GalakasMidCity_LOWERMODULE_W16D16_TimberShop_CSG; GalakasMidCity_UPPERMODULE_W16D16_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W16D16_GalleryOverhang_CSG; GalakasMidCity_UPPERMODULE_W16D16_PlasterUpper_CSG; GalakasMidCity_ROOF_W16D16_CrossGable_CSG
08_Courtyard_Wealthy_Blocks,GalakasMidCity_BT_WealthyRow_CourtyardFront_W14D22_CSG.tscn,W14D22,main/front entry or generic frontage,"cleaner inner MidCity, wealthy merchant streets, courtyard blocks",Large wealthy row with courtyard frontage. Use near cleaner inner MidCity and the approach toward ImperiumCity.,GalakasMidCity_FOUNDATION_W14D22_Stone_CSG; GalakasMidCity_LOWERMODULE_W14D22_StoneBase_CSG; GalakasMidCity_UPPERMODULE_W14D22_GalleryOverhang_CSG; GalakasMidCity_UPPERMODULE_W14D22_HalfTimberOverhang_CSG; GalakasMidCity_ROOF_W14D22_HippedTile_CSG
10_Rooftop_Route_Blocks,GalakasMidCity_BT_WideRooflineRun_W16D16_CSG.tscn,W16D16,main/front entry or generic frontage,roofline corridors and traversal-adjacent masses,Wide roofline-run block. Use as a large rooftop route receiver or flat-ish movement segment.,GalakasMidCity_FOUNDATION_W16D16_Stone_CSG; GalakasMidCity_LOWERMODULE_W16D16_PlasterShop_CSG; GalakasMidCity_UPPERMODULE_W16D16_HalfTimberOverhang_CSG; GalakasMidCity_UPPERMODULE_W16D16_GalleryOverhang_CSG; GalakasMidCity_ROOF_W16D16_WalkableParapet_CSG
07_Storage_Warehouse_Service,GalakasMidCity_BT_YardAccess_Warehouse_W08D28_CSG.tscn,W08D28,side/alley-oriented entry,"back-of-market lanes, supply yards, service blocks","Warehouse with yard-access logic. Good for loading areas, service courts, and back-of-market supply spaces.",GalakasMidCity_FOUNDATION_W08D28_SidePassageSteps_CSG; GalakasMidCity_LOWERMODULE_W08D28_SidePassage_DoubleDoors_CSG; GalakasMidCity_UPPERMODULE_W08D28_StoneUpper_CSG; GalakasMidCity_ROOF_W08D28_WalkableParapet_CSG
